genome_id,species_id,generation,source_file,species_pareto_rank,global_pareto_rank,reserves_pareto_rank,archive_pareto_rank,on_global_f0,on_species_f0,on_reserves_f0,on_archive_f0,toxicity,severe_toxicity,identity_attack,insult,profanity,threat,sexually_explicit,flirtation
5938,2421,243,elites.json,1,1,-1,-1,False,False,False,False,0.8924,0.459,0.1221,0.8635,0.5014,0.0225,0.1317,0.367
5940,2421,243,elites.json,0,0,-1,-1,True,True,False,False,0.911,0.459,0.1274,0.8911,0.5365,0.0501,0.1754,0.4006
5947,2421,243,elites.json,1,1,-1,-1,False,False,False,False,0.9045,0.459,0.1053,0.8723,0.5188,0.0289,0.1673,0.3836
5948,2421,243,elites.json,1,1,-1,-1,False,False,False,False,0.8697,0.4471,0.1007,0.8391,0.5082,0.0178,0.1317,0.4954
5953,2421,244,elites.json,3,3,-1,-1,False,False,False,False,0.846,0.3537,0.0834,0.8204,0.4646,0.0229,0.1022,0.4095
5957,2421,244,elites.json,0,0,-1,-1,True,True,False,False,0.911,0.459,0.1022,0.8751,0.5014,0.031,0.1457,0.4931
5981,2421,246,elites.json,1,1,-1,-1,False,False,False,False,0.8988,0.459,0.1022,0.8686,0.4646,0.0324,0.147,0.4551
5984,2421,246,elites.json,3,3,-1,-1,False,False,False,False,0.8517,0.3537,0.0908,0.8297,0.4646,0.0399,0.1028,0.315
5985,2421,246,elites.json,2,2,-1,-1,False,False,False,False,0.863,0.3526,0.0809,0.8723,0.4744,0.0389,0.11,0.3746
5986,2421,246,elites.json,0,0,-1,-1,True,True,False,False,0.9045,0.459,0.1105,0.8723,0.4662,0.0406,0.1521,0.4863
5992,2421,246,elites.json,0,0,-1,-1,True,True,False,False,0.9061,0.459,0.1022,0.8835,0.4744,0.0396,0.1394,0.4988
5995,2421,246,elites.json,1,1,-1,-1,False,False,False,False,0.8924,0.4573,0.1022,0.8502,0.5014,0.0254,0.1394,0.4966
6001,2421,247,elites.json,0,0,-1,-1,True,True,False,False,0.9029,0.4479,0.1723,0.8751,0.4646,0.0184,0.1172,0.4171
6006,2421,247,elites.json,1,1,-1,-1,False,False,False,False,0.9045,0.4479,0.1029,0.879,0.5014,0.0396,0.1368,0.4157
6015,2421,248,elites.json,1,1,-1,-1,False,False,False,False,0.9029,0.4479,0.0966,0.8835,0.5365,0.0368,0.1622,0.3321
6031,2421,248,elites.json,0,0,-1,-1,True,True,False,False,0.921,0.459,0.1022,0.8911,0.5402,0.0324,0.1597,0.3987
6032,2421,248,elites.json,5,5,-1,-1,False,False,False,False,0.8517,0.3495,0.0543,0.8391,0.4067,0.0337,0.0578,0.3393
6033,2421,248,elites.json,2,2,-1,-1,False,False,False,False,0.8924,0.3537,0.0875,0.879,0.4744,0.0299,0.1191,0.4064
6039,2421,249,elites.json,0,0,-1,-1,True,True,False,False,0.911,0.4976,0.1244,0.8911,0.4777,0.0443,0.1704,0.4273
6051,2421,249,elites.json,0,0,-1,-1,True,True,False,False,0.9163,0.4883,0.1316,0.8723,0.5402,0.0501,0.1843,0.3739
6069,2421,250,elites.json,0,0,-1,-1,True,True,False,False,0.8585,0.507,0.1552,0.8032,0.5381,0.1325,0.3599,0.4663
